許可證字號,中文品名,英文品名,形狀,特殊劑型,顏色,特殊氣味,刻痕,外觀尺寸,標註一,標註二,外觀圖檔連結
"衛署藥製字第017545號","""達德士""安痛錠500毫克","ANTONE TABLETS 500MG""D.T.S""","橢圓形","","黃","","直線","16","DTS","","https://mcp.fda.gov.tw/insert/shapeImg/0a4b783b-756a-407f-9bfd-0d7294c94516?c=o"
"衛署藥製字第017572號","""成大""暢喉口含錠２毫克（吡啶）","SUTHROAT TROCHE 2MG ""CHEN TA"" (CETYLPYRIDINIUM)","圓形;;;圓形;;;圓形","","黃;;;藍綠;;;橘","","直線;;;直線;;;直線","","CTA 180;;;CTA 180;;;CTA 180","","https://mcp.fda.gov.tw/insert/shapeImg/548b3350-c5c6-4294-976f-62c8be4d64d0_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/5503e364-a92d-40ed-8a71-4f1f84336cd2_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/5e4723c1-99e3-48ad-aad3-58b57d723e08_img_1?c=o"
"衛署藥製字第017735號","""培力""賜胃寧錠","SUWALIN TABLETS ""P.L.""","圓形","","白","","直線","11","PL T11","","https://mcp.fda.gov.tw/insert/shapeImg/140cd458-bd88-4d7a-af92-e4850fc8fa04?c=o"
"衛署藥製字第017809號","""井田""諾袪咳錠","NOSCOUGH TABLETS ""CHINTENG""","圓形","","黃","","直線","8","","","https://mcp.fda.gov.tw/insert/shapeImg/e15de9de-f115-481b-a66a-61f37389b1cc?c=o"
"衛署藥製字第017860號","""汎生""潔敏錠（延胡索酸可利汀）","ZEMIN TABLETS ""PANBIOTIC""(CLEMASTINE FUMARATE)","圓形","","白","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/f6960c05-b4c8-476a-bc41-7a6be098c90b?c=o"
"衛署藥製字第017984號","""約克""美吐克錠（鹽酸美多普胺）","METOCLOPRAMIDE TABALETS ""Y.K.""","圓形","","白","","直線","8","N W","6813","https://mcp.fda.gov.tw/insert/shapeImg/5d683b48-90ee-4800-8077-cf07fec533e2?c=o"
"衛署藥製字第018037號","""培力""敵芬尼朵錠","DIPHENIDOL TABLETS ""P.L.""","圓形","","白","","直線","7","P L","T08","https://mcp.fda.gov.tw/insert/shapeImg/134a7ef8-b76b-4fed-9fdb-d929de6bfe87?c=o"
"衛署藥製字第018069號","安克痛錠（乙醯胺酚）","ANCOTON TABLETS (ACETAMINOPHEN)","橢圓形","","黃","","直線","15","H C","","https://mcp.fda.gov.tw/insert/shapeImg/bc8edd46-8eb5-42c9-9d8e-64d9fa93c987?c=o"
"衛署藥製字第018171號","""井田"" 胃可樂錠","WEICOLA TABLETS ""CHINTENG""","圓形","","綠","","無","13","CHINTENG","W","https://mcp.fda.gov.tw/insert/shapeImg/c140e6f2-73f1-4fe4-b503-a36bada8d708?c=o"
"衛署藥製字第018172號",""" 井田 ""定痛錠","TINTON TABLETS ""CHINTENG""","圓形","","粉","","直線","14","Chenteng","","https://mcp.fda.gov.tw/insert/shapeImg/16f9a218-bd75-4d00-bf52-99bbddd30738_img_1?c=o"
"衛署藥製字第018193號","風濕平膠囊","HOMSHIPEN CAPSULES","膠囊","","藍;;;粉","","無","18","","","https://mcp.fda.gov.tw/insert/shapeImg/2fad855e-e0f5-44be-ac57-2ce6cfa4e5e2?c=o"
"衛署藥製字第018240號","“榮民”苯乙內醯脲錠100毫克","PHENYTOIN TABLETS 100MG ""VPC""","圓形","","白","","無","7.1","215","","https://mcp.fda.gov.tw/insert/shapeImg/a9b40b28-2b4e-4734-8e33-4be2f78e01e9?c=o"
"衛署藥製字第018342號","""井田""樂凱錠","LOBAK TABLETS ""CHINTENG""","圓形","","黃;;;黃","","直線","13","Chenteng","","https://mcp.fda.gov.tw/insert/shapeImg/f2960f0d-d324-41f9-b837-a5d9173dbe8b?c=o"
"衛署藥製字第018414號","""中美"" 康淨驅蟲錠(美苯噠唑)","CONGEN OUTWORM TABLETS (MEBENDAZOLE) ""C.M.""","圓形","","粉","","無","10","M","","https://mcp.fda.gov.tw/insert/shapeImg/38b377b2-2ba8-43da-a2b9-32a12000d5a0?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/f259a8ce-9d6b-48cb-82c2-c3a545f3c50e_img_1?c=o"
"衛署藥製字第018416號","""明大"" 使得健糖衣錠","Shi-de-jian S.C. Tablets ""M.T.""","橢圓形","","棕","","無","16","","","https://mcp.fda.gov.tw/insert/shapeImg/410395f3-d793-46b4-b170-8d1dffc1b097?c=o"
"衛署藥製字第018432號","""溫士頓""汎司錠","ACETAMINOPHEN TABLETS ""WINSTON""","圓形","","白","","直線","13","winston 312 winston","","https://mcp.fda.gov.tw/insert/shapeImg/ea3e6571-eba7-4d7b-99ed-464748917c47?c=o"
"衛署藥製字第018444號","""強生"" 過敏寧膜衣錠","CABIDRIN FILM COATED TABLETS ""JOHNSON""","圓形","","黃","","直線","8","JCP E12","","https://mcp.fda.gov.tw/insert/shapeImg/49462bc2-e740-4b87-a183-71307ee7218c?c=o"
"衛署藥製字第018458號","心樂錠（健心寧）","PROSANOL TABLETS (PROPRANOLOL)","圓形","","藍","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/301cbaf1-5786-4bbc-b4b9-d78ea0c50d28?c=o"
"衛署藥製字第018498號","""井田"" 必散痛錠","PISANTONG TABLETS ""CHINTENG""","圓形","","綠","","無","11","CT 500","","https://mcp.fda.gov.tw/insert/shapeImg/f68ccd98-8e0c-4880-93ed-348be82f5701?c=o"
"衛署藥製字第018556號","""明大"" 胃錠","WEI TABLETS ""M.T.""","圓形","","白","","無","11","MT","052","https://mcp.fda.gov.tw/insert/shapeImg/21d82311-dc92-4d64-ab1a-91c6cb05d966?c=o"
"衛署藥製字第018569號","“榮民”蘇拉通錠25毫克","SPIROTONE TABLETS 25MG (SPIRONOLACTONE) ""V.P.P.""","圓形","","黃","","無","7.9","367","","https://mcp.fda.gov.tw/insert/shapeImg/bded4f91-c331-4fdb-a7c5-a4859bfc7c9a?c=o"
"衛署藥製字第018646號","""華興""泰芬洛膜衣錠（敵芬尼朵）","Diphenidol F.C. Tablets ""H.S.""","圓形","","藍","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/5c3712a7-1acb-445c-b5c3-b2553d0ac0ec_img_1?c=o"
"衛署藥製字第018719號","益伊神糖衣錠25毫克","IMIMINE S.C. TABLETS 25MG","圓形","","橘","","無","6.5","","","https://mcp.fda.gov.tw/insert/shapeImg/25865ff0-bd5b-47c7-be36-37796c03300e?c=o"
"衛署藥製字第018726號","""大豐""顧暈錠","GU YEN TABLETS ""T.F.""","橢圓形","","粉","","直線","8.5","TF","","https://mcp.fda.gov.tw/insert/shapeImg/49536472-afff-45ae-9571-1c9769021d52?c=o"
"衛署藥製字第018769號","""豐田"" 吡啶錠","CETYLPYRIDINIUM TROCHES ""HONTEN""","圓形","","黃","","無","12","HT 009","","https://mcp.fda.gov.tw/insert/shapeImg/a67a59a6-92cd-4f72-98ce-14ecd15c4265_img_1?c=o"
"衛署藥製字第018873號","""華興""布克珍錠（布克利啶）","BUCLIZINE TABLETS ""H.H.""","圓形","","白","","直線","8","HS","2 7","https://mcp.fda.gov.tw/insert/shapeImg/ef253bc7-1190-482e-9ed2-91681872f973_img_1?c=o"
"衛署藥製字第018887號","好止痛錠","HOTITON TABLETS","圓形","","白","","十字","13","H H P","","https://mcp.fda.gov.tw/insert/shapeImg/b2298a4a-84ce-456a-8189-e7b088c6c342_img_1?c=o"
"衛署藥製字第018892號","""大豐""固新胃錠","KOSIWAY TABLETS ""T.F.""","圓形","","白","","無","11","TF","","https://mcp.fda.gov.tw/insert/shapeImg/7131afc5-bff5-438d-99b8-05b41f6c2ce7?c=o"
"衛署藥製字第018916號","""約克""托吡卡因錠（歐西拉因）","TOPICAINE TABLETS""Y.K."" (OXETHAZINE)","圓形","","白","","直線","6","","","https://mcp.fda.gov.tw/insert/shapeImg/f4d48af3-7908-4bf7-a94f-d913e384ec2b?c=o"
"衛署藥製字第018949號","""榮民"" 秘克的腸溶膜衣錠５毫克","Bisacodyl Enteric Film Coated Tablets 5mg ""VPC""","圓形","","黃","","無","5.5","","","https://mcp.fda.gov.tw/insert/shapeImg/392141e1-2c69-4014-ad88-450d3c6d8a45?c=o"
"衛署藥製字第019115號","""派頓""派暈吐錠","PAWINT TABLETS ""PATRON""","圓形","","白","","直線","9","TP 204","","https://mcp.fda.gov.tw/insert/shapeImg/7bddfd0f-467c-444b-a121-bcda2ac8f994_img_1?c=o"
"衛署藥製字第019137號","“威勝”安力佳膜衣錠（尼卡密特）","ANICAMET F.C. TABLETS（NICAMETATE）""W.S.""","圓形","","粉","","無","7.5","","","https://mcp.fda.gov.tw/insert/shapeImg/4902c12b-6cec-4c1b-8268-01294bab3405?c=o"
"衛署藥製字第019154號","""強生""刻不痛錠","CAPDES TABLETS ""JOHNSON""","圓形","","白","","直線","11","","","https://mcp.fda.gov.tw/insert/shapeImg/b7d5b182-458e-4bf7-8e9d-9af7815b36d3?c=o"
"衛署藥製字第019254號","""新瑞"" 去氧羥四環素膠囊","DOXYCYCLINE CAPSULES","膠囊","","紅;;;白","","無","18","","","https://mcp.fda.gov.tw/insert/shapeImg/b2a6f789-15d4-4505-a6ea-a1fb54a61eb6?c=o"
"衛署藥製字第019263號","""華興""慕潰平膜衣錠（每斯克）","MUQUAPIN F.C. TABLETS ""H.S."" (N-METHYLSCOPOLAMINE METHYLSULFATE)","圓形","","白","","無","6","","","https://mcp.fda.gov.tw/insert/shapeImg/0a45f3d1-6a41-4faa-936c-cf8d9cb5837b_img_1?c=o"
"衛署藥製字第019337號","痢默停錠","LIMODIUM TABLETS (LOPERAMIDE)","圓形","","黃","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/8c2a30aa-fbf2-4f98-8b5b-0009c7c3a2e9?c=o"
"衛署藥製字第019360號","""井田"" 醫嗽寧錠","ASMELLIN-EPG TABLETS ""CHINTENG""","圓形","","粉","","直線","10","CT","","https://mcp.fda.gov.tw/insert/shapeImg/43aab2c8-7305-4fdf-acae-1e532bea3dc9?c=o"
"衛署藥製字第019418號","""杏輝"" 得康錠（的剎美剎松）","DECONE TABLETS ""SINPHAR"" (DEXAMETHASONE)","圓形","","粉","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/523551ab-2942-4eec-98ad-90ec4efeda50_img_1?c=o"
"衛署藥製字第019419號","""杏輝"" 痛疏達膠囊250毫克（每非那）","PONSTAL CAPSULES 250MG ""SINPHAR""(MEFENAMIC ACID)","膠囊","","藍;;;黃","","無","20","SP002","","https://mcp.fda.gov.tw/insert/shapeImg/26aeecf9-0740-4a66-b5c5-1d8ff0ecf218_img_1?c=o"
"衛署藥製字第019420號","""杏輝"" 痛疏達膜衣錠500毫克（每非那）","PONSTAL F.C. TABLETS 500MG ""SINPHAR"" (MEFENAMIC ACID)","橢圓形","","黃","","無","20","","","https://mcp.fda.gov.tw/insert/shapeImg/55f6370f-6372-4c04-9cce-95b42ba01b1b_img_1?c=o"
"衛署藥製字第019421號","""杏輝""痛疏達膜衣錠２５０毫克（每非那）","Ponstal F.C. Tablets 250mg ""Sinphar"" (Mefenamic Acid)","橢圓形","","黃","","無","11","","","https://mcp.fda.gov.tw/insert/shapeImg/e8136533-b93e-4625-b2b6-716171a5070a_img_1?c=o"
"衛署藥製字第019423號","""杏輝"" 金碘藥水（普威隆碘）","SINDINE SOLUTION ""SINPHAR"" (POVIDONE-IODINE)","","","","","","","","",""
"衛署藥製字第019424號","""杏輝"" 金碘酒精液（普維酮碘）","SINDINE ALCOHOLIC SOLUTION ""SINPHAR"" (POVIDONE-IODINE)","","","","","","","","",""
"衛署藥製字第019445號",""" 瑞士 ""凱服樂錠（敵芬尼朵）","KPHADOL TABLETS ""SWISS"" (DIPHENIDOL)","圓形","","白","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/3c9a0510-cb85-4a8f-8011-512483e2eea7?c=o"
"衛署藥製字第019461號","""強生""脈得保膜衣錠（美基豆帕）","METHYLDOPA　F.C. TABLETS ""JOHNSON""","圓形","","黃","","直線","11","","","https://mcp.fda.gov.tw/insert/shapeImg/376eed9f-1964-46d1-8765-49cb06dbf0be?c=o"
"衛署藥製字第019485號","""豐田"" 右氯敏錠","DEXCHLORPHENIRAMINE TABLETS ""HONTEN""","圓形","","白","","無","6","H T","020","https://mcp.fda.gov.tw/insert/shapeImg/ff128d8d-e93b-4090-ab01-f6d94037ce24_img_1?c=o"
"衛署藥製字第019503號","""杏輝"" 杏化樂糖衣錠（敵芬尼朵）","SINPHADOL S.C. TABLETS ""SINPHAR"" (DIPHENIDOL)","圓形","","粉","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/2c567cfa-473c-4fe9-ae77-4a1e8381dd95_img_1?c=o"
"衛署藥製字第019522號","秘可泰腸溶錠","BICOTAN E.C. TABLETS (BISACODYL)","圓形","","黃","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/b8a28e16-c68f-4779-b4f7-8fd25cfa4528?c=o"
"衛署藥製字第019573號","樂孕錠50毫克","CLOMIPHENE TABLETS ""PEILI""","圓形","","白","","無","9","PL","T61","https://mcp.fda.gov.tw/insert/shapeImg/fec55ff6-2e67-4437-b598-4ce30bbe19df?c=o"
"衛署藥製字第019596號","""豐田""伊普錠４００毫克","IBUPROFEN TABLETS 400MG ""HONTEN""","圓形","","白","","無","12","H T","023","https://mcp.fda.gov.tw/insert/shapeImg/c76bcef1-ba8d-4c4b-a7a0-8ae73a18cec9_img_1?c=o"
"衛署藥製字第019617號","""杏輝""胃邁寧錠","ULMERLINE TABLETS ""SINPHAR""","圓形","","白","","直線","10","","","https://mcp.fda.gov.tw/insert/shapeImg/a81f9d0e-b78f-41a1-a9b5-d8100309c2df_img_1?c=o"
"衛署藥製字第019620號","那普洛先錠","NAPROXEN TABLETS ""SINPHAR""","圓形","","黃","","直線","10","SINPHAR","","https://mcp.fda.gov.tw/insert/shapeImg/4ec825d8-2d7d-4f83-a0e7-b8793648dfec_img_1?c=o"
"衛署藥製字第019706號","""強生""利暈鎮糖衣錠","DIFENDOL S.C. TABLETS (DIPHENIDOL) ""JOHNSON""","圓形","","白","","無","7.2","","","https://mcp.fda.gov.tw/insert/shapeImg/9530d28c-19b2-4de9-bd3b-8bcb78cb69e2?c=o"
"衛署藥製字第019722號","""杏輝""金碘擦洗液75毫克/毫升（普維酮-碘）","SINDINE SURGICAL SCRUB 75 mg/ml ""SINPHAR"" (POVIDONE-IODINE)","","","","","","","","",""
"衛署藥製字第019769號","""華興""宜莫痢膠囊","LOPERAMIDE CAPSULES ""H.S.""","膠囊","","綠;;;灰","","無","15","","","https://mcp.fda.gov.tw/insert/shapeImg/511f9e15-19ee-4ec2-a509-e698d3bb9ec9_img_1?c=o"
"衛署藥製字第019983號","可洛芬膠囊（可多普洛菲）","KETOFEN CAPSULE. (KETOPROFEN)","膠囊","","紅;;;白","","無","17","K01","","https://mcp.fda.gov.tw/insert/shapeImg/72cc7b5a-5e4b-4f6c-b91b-96861aae9f54?c=o"
"衛署藥製字第019984號","""正和"" 血保脈膠囊","COBAMAMIDE CAPSULES ""C.H.""","膠囊","","紅;;;紅","","無","14","CH 99","","https://mcp.fda.gov.tw/insert/shapeImg/30f62a32-f46a-402f-870e-eef7a830d026?c=o"
"衛署藥製字第019987號","""井田 "" 勿炎糖衣錠（鳳梨酵素）","BROAIN S.C. TABLETS (BROMELAIN) ""CHIN TENG""","圓形","","綠","","無","10","","","https://mcp.fda.gov.tw/insert/shapeImg/ac4ac2fd-b668-4692-a7a9-54b9bad25114?c=o"
"衛署藥製字第020022號","喘力定錠（特必林）","TERBULINE TABLETS (TERBUTALINE)","圓形","","粉","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/710e4484-672f-44e3-9f73-549dc0775e72?c=o"
"衛署藥製字第020058號","痢得停膠囊（樂必寧）","LIDERIUM CAPSULES (LOPERAMIDE)","膠囊","","綠;;;灰","","無","16","","","https://mcp.fda.gov.tw/insert/shapeImg/26702e78-f670-4100-8e3b-9716161fc6c4?c=o"
"衛署藥製字第020096號","""派頓"" 舒潰能膠囊（斯而比來特）","SULQUINYL CAPSULES (SULPIRIDE) ""PATRON""","膠囊","","綠;;;白","","無","18","Patron 811","","https://mcp.fda.gov.tw/insert/shapeImg/d7e27caf-4313-41e2-8235-30ed5eab1b80_img_1?c=o"
"衛署藥製字第020101號","""華興""佈克珍錠50毫克","BUCLIZINE TABLETS 50mg ""H.S.""","圓形","","藍","","直線","7.5","HS","I 1","https://mcp.fda.gov.tw/insert/shapeImg/389de523-b437-41d7-a74f-7c904df80d0a?c=o"
"衛署藥製字第020103號","""華興""待可芬膜衣錠（待克菲那）","Diclofen F.C. Tablets ""H.S.""(Diclofenac)","圓形","","橘","","無","8","","","https://mcp.fda.gov.tw/insert/shapeImg/1d3af8ce-1f6f-415b-8b41-2bc354863232_img_1?c=o"
"衛署藥製字第020137號","痛立舒泰膜衣錠400毫克","TURNSTYLE ANALGESIC F.C. TABLETS 400MG","圓形","","白","","無","12","","","https://mcp.fda.gov.tw/insert/shapeImg/849f339b-902b-4918-8e89-7921418e32d4?c=o"
"衛署藥製字第020291號","""嘉林"" 奧撒寧錠","OXETHAINE TABLETS ""C.L.""","圓形","","白","","直線","9","CL 013","","https://mcp.fda.gov.tw/insert/shapeImg/00e5f916-56e0-411a-a42f-69e61864b50d?c=o"
"衛署藥製字第020368號","""強生""拿撲僂炎錠（那普洛先）","NAPROXEN TABLETS ""JOHNSON""","圓形","","黃","","直線","11","JCP B29","","https://mcp.fda.gov.tw/insert/shapeImg/4c064db3-7f30-45d8-96bf-984d6d6c0cd0?c=o"
"衛署藥製字第020418號","〝中美〞舒達胃懸液劑","SOF WELL SUSPENSION ""C.M.""","液劑(包含糖漿用粉劑)","","白","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/0802e454-b4bb-4cad-920c-f80bbacb154a_img_1?c=o"
"衛署藥製字第020435號","定舒咳錠","DINSCO TABLETS","圓形","","黃","","直線","6","FY T111","","https://mcp.fda.gov.tw/insert/shapeImg/1bbdbcd5-85dc-4e5b-af00-51d3f2d72063?c=o"
"衛署藥製字第020485號","""強生""祥疏痛錠膜衣錠500公絲（每非那）","JOHNSTAL FILM COATED TABLETS (MEFENAMIC ACID)""JOHNSON""","橢圓形","","黃","","直線","20","B 30","JCP","https://mcp.fda.gov.tw/insert/shapeImg/32db8c83-cd2f-48d7-8ece-5a3d3ac65919?c=o"
"衛署藥製字第020489號","""華興""歐賜辛錠","OXETHZINE TABLETS ""H.S.""","圓形","","白","","無","11","HS 31","","https://mcp.fda.gov.tw/insert/shapeImg/13544899-ee9c-4c87-908e-d8d6f7866dbc_img_1?c=o"
"衛署藥製字第020578號","""黃氏'月倍舒IB膠囊","IB-herbal Cap. ""H.S.""","膠囊","","橘;;;橘","","無","19","","","https://mcp.fda.gov.tw/insert/shapeImg/0a58f80f-35b1-48fd-b248-d5fe4630f6bd?c=o"
"衛署藥製字第020707號","“榮民”得百利寧錠500毫克","DEPYRETIN TABLETS 500mg(ACETAMINOPHEN)","橢圓形","","黃","","直線","17","VPC","867 867","https://mcp.fda.gov.tw/insert/shapeImg/95b913f4-1326-44f9-bc0e-eff82aa2ee38?c=o"
"衛署藥製字第020715號","""井田""鎮痛錠（那普洛先）","SINTON TABLETS (NAPROXEN) ""CHINTENG""","圓形","","白","","直線","10","","","https://mcp.fda.gov.tw/insert/shapeImg/d03e604e-fe6f-41ec-b58b-5ff71f6cf4da_img_1?c=o"
"衛署藥製字第020894號","""杏輝"" 威寧疼錠（安樂普利諾）","URINOL TABLETS ""SINPHAR"" (ALLOPURINOL)","圓形","","綠","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/bc903a7d-c2b9-4f97-8a61-e9379e99021f_img_1?c=o"
"衛署藥製字第020976號","消濕痛膠囊（每非那）","SEUSTON CAPSULES (MEFENAMIC ACID)","膠囊;;;膠囊;;;膠囊;;;膠囊;;;膠囊;;;膠囊;;;膠囊;;;膠囊","","藍;;;黃;;;藍;;;黃;;;藍;;;黃;;;藍;;;黃;;;藍;;;黃;;;藍;;;黃;;;藍;;;黃;;;藍;;;黃","","無;;;無;;;無;;;無;;;無;;;無;;;無;;;無","19;;;19;;;19;;;19;;;19;;;19;;;19;;;19","Sentai C 01;;;Sentai C 01;;;Sentai C 01;;;Sentai C 01;;;Sentai C 01;;;Sentai C 01;;;Sentai C 01;;;Sentai C 01","","https://mcp.fda.gov.tw/insert/shapeImg/5ef84213-2c35-4376-abdc-3f7538516195?c=o"
"衛署藥製字第021044號","""福元"" 佐保胃錠","SUPROGEL TABLETS ""F.Y.""","圓形","","粉;;;白","","無","10","FY T005","","https://mcp.fda.gov.tw/insert/shapeImg/ef2e11cd-0639-4961-9492-3c8bf1e1de2c?c=o"
"衛署藥製字第021117號","""派頓"" 醫爾痛膠囊","ERGOFEIN CAPSULES ""PATRON""","膠囊","","藍;;;綠","","無","17","Patron 904","","https://mcp.fda.gov.tw/insert/shapeImg/948ef32e-9d1d-4522-90fe-e1848c79f223_img_1?c=o"
"衛署藥製字第021136號","""杏輝""蘆瀉黃錠","ALOSENA TABLETS ""SINPHAR""","橢圓形","","棕","","無","12","","","https://mcp.fda.gov.tw/insert/shapeImg/cabb2890-8306-4cd6-bd38-dff8a2e3881a_img_1?c=o"
"衛署藥製字第021167號","胃速達康錠","Oxetacain Tablets","圓形","","綠","","直線","11","CT","","https://mcp.fda.gov.tw/insert/shapeImg/d205cc8c-ead3-4a8f-a4d0-38352ec4a1b0?c=o"
"衛署藥製字第021196號","利鼻敏錠","LIPIMIN TABLETS","圓形","","白","","直線","8","N W","","https://mcp.fda.gov.tw/insert/shapeImg/b47e1a57-cacf-457e-b27e-f64d2b50314a?c=o"
"衛署藥製字第021242號","""杏輝"" 綠淨糖漿","RITUSSIN SYRUP ""SINPHAR""","液劑(包含糖漿用粉劑);;;液劑(包含糖漿用粉劑)","","紫;;;橘","","無;;;無","","","","https://mcp.fda.gov.tw/insert/shapeImg/39821a25-d05b-46fa-b0eb-5a744168b9ac_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/af33f1cd-78b9-4da3-a2b4-664eaa179777?c=o"
"衛署藥製字第021298號","宜血康膠囊（可巴麥）","COBAMAMIDE CAPSULES ""M.T.""","膠囊","","紅;;;黃","","無","16","M T","058","https://mcp.fda.gov.tw/insert/shapeImg/12129208-58cc-4083-b098-b6fc31fec817?c=o"
"衛署藥製字第021326號","“約克”易瀉停膠囊","ISIDIUM CAPSULES ""Y.K.""","膠囊","","綠;;;灰","","無","16","","","https://mcp.fda.gov.tw/insert/shapeImg/741db598-8cd5-4bbb-865b-7237a3a6dccb?c=o"
"衛署藥製字第021406號","胃痛寧錠","WETONLIN TABLETS ""M.T.""","圓形","","黃","","直線","10","","","https://mcp.fda.gov.tw/insert/shapeImg/dd4f67e4-464a-4c02-8743-dbbd6c6e0c25?c=o"
"衛署藥製字第021529號","""華興"" 移痰錠","EXTANCIN TABLETS ""H.S.""","圓形","","粉","","直線","10","","","https://mcp.fda.gov.tw/insert/shapeImg/e619ea51-0ab0-4f33-85c1-c500266786d1?c=o"
"衛署藥製字第021539號","""達德士""理腸寧膠囊","RISONIN CAPSULES ""D.T.S.""","膠囊","","黃;;;白","","無","19","DTS","","https://mcp.fda.gov.tw/insert/shapeImg/3fe8de09-dcbb-42f5-9fee-224dedcdaf21?c=o"
"衛署藥製字第021606號","溫痢寶膠囊（樂必寧）","WINLIPAN CAPSULES (LOPERAMIDE) ""WINSTON""","膠囊","","綠;;;灰","","無","15","winston 30111","","https://mcp.fda.gov.tw/insert/shapeImg/636347aa-7a0b-4726-8d5c-c4543d0ae201?c=o"
"衛署藥製字第021652號","""杏輝"" 敏達糖漿","MINTAPP SYRUP ""SINPHAR""","液劑(包含糖漿用粉劑)","","紫","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/15b34bab-bac9-45c5-bc2a-e573b74f208e?c=o"
"衛署藥製字第021674號","胃保樂錠","WEIDOSON TABLETS","圓形","","黃","","直線","11","","","https://mcp.fda.gov.tw/insert/shapeImg/0d2895c7-ce02-402f-a7e8-6e3229b4efdb?c=o"
"衛署藥製字第021678號","""杏輝""咳定必糖漿","CODIN P SYRUP ""SINPHAR""","液劑(包含糖漿用粉劑)","","棕","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/05fb4fb7-52de-4eee-b1be-d8453c60e363?c=o"
"衛署藥製字第021681號","""強生""克炎淨錠５００公絲（那利敵新）","GRAMAZINE TABLETS 500MG (NALIDIXIC ACID) ""JOHSON""","圓形","","橘","","無","12","J","","https://mcp.fda.gov.tw/insert/shapeImg/448fd0f4-0a93-4196-987a-1480b52aada5?c=o"
